date,state,vehicle_class,vehicle_category,vehicle_type,ev_sales_quantity
2014-01-01,Maharashtra,"CAMPER VAN / TRAILER",Others,Others,0
2014-01-01,Maharashtra,"CASH VAN",Others,Others,0
2014-01-01,Maharashtra,"CONSTRUCTION EQUIPMENT VEHICLE",Others,Others,0
2014-01-01,Maharashtra,"CRANE MOUNTED VEHICLE",Others,Others,0
2014-01-01,Maharashtra,DUMPER,Others,Others,0
2014-01-01,Maharashtra,"EARTH MOVING EQUIPMENT",Others,Others,0
2014-01-01,Maharashtra,E-RICKSHAW(P),3-Wheelers,3W_Shared_LowSpeed,0
2014-01-01,Maharashtra,"EXCAVATOR (NT)",Others,Others,0
2014-01-01,Maharashtra,"FIRE FIGHTING VEHICLE",Others,Others,0
2014-01-01,Maharashtra,"FIRE TENDERS",Others,Others,0
2014-01-01,Maharashtra,"FORK LIFT",Others,Others,0
2014-01-01,Maharashtra,"GOODS CARRIER",Others,Others,0
2014-01-01,Maharashtra,HARVESTER,Others,Others,0
2014-01-01,Maharashtra,HEARSES,Others,Others,0
2014-01-01,Maharashtra,"MAXI CAB",Others,Others,0
2014-01-01,Maharashtra,M-CYCLE/SCOOTER,2-Wheelers,2W_Personal,78
2014-01-01,Maharashtra,"M-CYCLE/SCOOTER-WITH SIDE CAR",2-Wheelers,2W_Personal,0
2014-01-01,Maharashtra,MOPED,2-Wheelers,2W_Personal,4
2014-01-01,Maharashtra,"MOTOR CAB",4-Wheelers,4W_Shared,0
2014-01-01,Maharashtra,"MOTOR CAR",4-Wheelers,4W_Personal,3
2014-01-01,Maharashtra,"MOTORISED CYCLE (CC > 25CC)",2-Wheelers,2W_Personal,0
2014-01-01,Maharashtra,"OMNI BUS",Bus,Bus,0
2014-01-01,Maharashtra,"OMNI BUS (PRIVATE USE)",Bus,Bus,0
2014-01-01,Maharashtra,"PRIVATE SERVICE VEHICLE (INDIVIDUAL USE)",Others,Others,0
2014-01-01,Maharashtra,"RECOVERY VEHICLE",Others,Others,0
2014-01-01,Maharashtra,"THREE WHEELER (GOODS)",3-Wheelers,3W_Goods,0
2014-01-01,Maharashtra,"THREE WHEELER (PASSENGER)",3-Wheelers,3W_Shared,0
2014-01-01,Maharashtra,"THREE WHEELER (PERSONAL)",3-Wheelers,3W_Personal,0
2014-01-01,Maharashtra,"TOW TRUCK",Others,Others,0
2014-01-01,Maharashtra,"TRACTOR (COMMERCIAL)",Others,Others,0
2014-01-01,Maharashtra,TRACTOR-TROLLEY(COMMERCIAL),Others,Others,0
2014-01-01,Maharashtra,"TRAILER (AGRICULTURAL)",Others,Others,0
2014-01-01,Maharashtra,"TRAILER (COMMERCIAL)",Others,Others,0
2014-01-01,Maharashtra,"TRAILER FOR PERSONAL USE",Others,Others,0
2014-01-01,Maharashtra,"VEHICLE FITTED WITH GENERATOR",Others,Others,0
2014-01-01,Maharashtra,"VEHICLE FITTED WITH RIG",Others,Others,0
2014-01-01,Meghalaya,AMBULANCE,Others,Others,0
2014-01-01,Meghalaya,BUS,Bus,Bus,0
2014-01-01,Meghalaya,"EXCAVATOR (NT)",Others,Others,0
2014-01-01,Meghalaya,"GOODS CARRIER",Others,Others,0
2014-01-01,Meghalaya,"MAXI CAB",Others,Others,0
2014-01-01,Meghalaya,M-CYCLE/SCOOTER,2-Wheelers,2W_Personal,0
2014-01-01,Meghalaya,MOPED,2-Wheelers,2W_Personal,0
2014-01-01,Meghalaya,"MOTOR CAB",4-Wheelers,4W_Shared,0
2014-01-01,Meghalaya,"MOTOR CAR",4-Wheelers,4W_Personal,0
2014-01-01,Meghalaya,"THREE WHEELER (GOODS)",3-Wheelers,3W_Goods,0
2014-01-01,Meghalaya,"THREE WHEELER (PASSENGER)",3-Wheelers,3W_Shared,0
2014-01-01,Meghalaya,"TRAILER (COMMERCIAL)",Others,Others,0
2014-01-01,"Madhya Pradesh","ADAPTED VEHICLE",Others,Others,0
2014-01-01,"Madhya Pradesh","AGRICULTURAL TRACTOR",Others,Others,0
2014-01-01,"Madhya Pradesh",AMBULANCE,Others,Others,0
2014-01-01,"Madhya Pradesh","ARTICULATED VEHICLE",Others,Others,0
2014-01-01,"Madhya Pradesh",BUS,Bus,Bus,0
2014-01-01,"Madhya Pradesh","CONSTRUCTION EQUIPMENT VEHICLE",Others,Others,0
2014-01-01,"Madhya Pradesh","CRANE MOUNTED VEHICLE",Others,Others,0
2014-01-01,"Madhya Pradesh",DUMPER,Others,Others,0
2014-01-01,"Madhya Pradesh","EDUCATIONAL INSTITUTION BUS",Bus,"Institution Bus",0
2014-01-01,"Madhya Pradesh","EXCAVATOR (NT)",Others,Others,0
2014-01-01,"Madhya Pradesh","FIRE FIGHTING VEHICLE",Others,Others,0
2014-01-01,"Madhya Pradesh","FIRE TENDERS",Others,Others,0
2014-01-01,"Madhya Pradesh","GOODS CARRIER",Others,Others,0
2014-01-01,"Madhya Pradesh",HARVESTER,Others,Others,0
2014-01-01,"Madhya Pradesh",HEARSES,Others,Others,0
2014-01-01,"Madhya Pradesh","MAXI CAB",Others,Others,0
2014-01-01,"Madhya Pradesh",M-CYCLE/SCOOTER,2-Wheelers,2W_Personal,4
2014-01-01,"Madhya Pradesh",MOPED,2-Wheelers,2W_Personal,0
2014-01-01,"Madhya Pradesh","MOTOR CAB",4-Wheelers,4W_Shared,0
2014-01-01,"Madhya Pradesh","MOTOR CAR",4-Wheelers,4W_Personal,0
2014-01-01,"Madhya Pradesh","OMNI BUS (PRIVATE USE)",Bus,Bus,0
2014-01-01,"Madhya Pradesh","PRIVATE SERVICE VEHICLE",Others,Others,0
2014-01-01,"Madhya Pradesh","ROAD ROLLER",Others,Others,0
2014-01-01,"Madhya Pradesh","THREE WHEELER (GOODS)",3-Wheelers,3W_Goods,0
2014-01-01,"Madhya Pradesh","THREE WHEELER (PASSENGER)",3-Wheelers,3W_Shared,0
2014-01-01,"Madhya Pradesh",TRACTOR-TROLLEY(COMMERCIAL),Others,Others,0
2014-01-01,"Madhya Pradesh","TRAILER (AGRICULTURAL)",Others,Others,0
2014-01-01,"Madhya Pradesh","TRAILER (COMMERCIAL)",Others,Others,0
2014-01-01,"Madhya Pradesh","VEHICLE FITTED WITH RIG",Others,Others,0
2014-01-01,Mizoram,"AGRICULTURAL TRACTOR",Others,Others,0
2014-01-01,Mizoram,AMBULANCE,Others,Others,0
2014-01-01,Mizoram,BUS,Bus,Bus,0
2014-01-01,Mizoram,"CONSTRUCTION EQUIPMENT VEHICLE",Others,Others,0
2014-01-01,Mizoram,"EARTH MOVING EQUIPMENT",Others,Others,0
2014-01-01,Mizoram,"EXCAVATOR (NT)",Others,Others,0
2014-01-01,Mizoram,"GOODS CARRIER",Others,Others,0
2014-01-01,Mizoram,"LUXURY CAB",4-Wheelers,4W_Shared,0
2014-01-01,Mizoram,"MAXI CAB",Others,Others,0
2014-01-01,Mizoram,M-CYCLE/SCOOTER,2-Wheelers,2W_Personal,0
2014-01-01,Mizoram,MOPED,2-Wheelers,2W_Personal,0
2014-01-01,Mizoram,"MOTOR CAB",4-Wheelers,4W_Shared,0
2014-01-01,Mizoram,"MOTOR CAR",4-Wheelers,4W_Personal,0
2014-01-01,Mizoram,"THREE WHEELER (PASSENGER)",3-Wheelers,3W_Shared,0
2014-01-01,Mizoram,"TRACTOR (COMMERCIAL)",Others,Others,0
2014-01-01,Nagaland,"AGRICULTURAL TRACTOR",Others,Others,0
2014-01-01,Nagaland,AMBULANCE,Others,Others,0
2014-01-01,Nagaland,BUS,Bus,Bus,0
2014-01-01,Nagaland,"CONSTRUCTION EQUIPMENT VEHICLE",Others,Others,0
2014-01-01,Nagaland,"CONSTRUCTION EQUIPMENT VEHICLE (COMMERCIAL)",Others,Others,0
2014-01-01,Nagaland,"CRANE MOUNTED VEHICLE",Others,Others,0
2014-01-01,Nagaland,DUMPER,Others,Others,0
2014-01-01,Nagaland,"GOODS CARRIER",Others,Others,0
2014-01-01,Nagaland,"MAXI CAB",Others,Others,0
2014-01-01,Nagaland,M-CYCLE/SCOOTER,2-Wheelers,2W_Personal,0
2014-01-01,Nagaland,MOPED,2-Wheelers,2W_Personal,0
2014-01-01,Nagaland,"MOTOR CAB",4-Wheelers,4W_Shared,0
2014-01-01,Nagaland,"MOTOR CAR",4-Wheelers,4W_Personal,0
2014-01-01,Nagaland,"THREE WHEELER (PASSENGER)",3-Wheelers,3W_Shared,0
2014-01-01,Odisha,"AGRICULTURAL TRACTOR",Others,Others,0
2014-01-01,Odisha,AMBULANCE,Others,Others,0
2014-01-01,Odisha,"ARTICULATED VEHICLE",Others,Others,0
2014-01-01,Odisha,BUS,Bus,Bus,0
2014-01-01,Odisha,"CAMPER VAN / TRAILER",Others,Others,0
2014-01-01,Odisha,"CONSTRUCTION EQUIPMENT VEHICLE",Others,Others,0
2014-01-01,Odisha,"CRANE MOUNTED VEHICLE",Others,Others,0
2014-01-01,Odisha,"EARTH MOVING EQUIPMENT",Others,Others,0
2014-01-01,Odisha,"EDUCATIONAL INSTITUTION BUS",Bus,"Institution Bus",0
2014-01-01,Odisha,"EXCAVATOR (COMMERCIAL)",Others,Others,0
2014-01-01,Odisha,"GOODS CARRIER",Others,Others,1
2014-01-01,Odisha,HARVESTER,Others,Others,0
2014-01-01,Odisha,"LUXURY CAB",4-Wheelers,4W_Shared,0
2014-01-01,Odisha,"MAXI CAB",Others,Others,0
2014-01-01,Odisha,M-CYCLE/SCOOTER,2-Wheelers,2W_Personal,2
2014-01-01,Odisha,"M-CYCLE/SCOOTER-WITH SIDE CAR",2-Wheelers,2W_Personal,0
2014-01-01,Odisha,MOPED,2-Wheelers,2W_Personal,3
2014-01-01,Odisha,"MOTOR CAB",4-Wheelers,4W_Shared,0
2014-01-01,Odisha,"MOTOR CAR",4-Wheelers,4W_Personal,0
2014-01-01,Odisha,"OMNI BUS",Bus,Bus,0
2014-01-01,Odisha,"OMNI BUS (PRIVATE USE)",Bus,Bus,0
2014-01-01,Odisha,"PRIVATE SERVICE VEHICLE",Others,Others,0
2014-01-01,Odisha,"PRIVATE SERVICE VEHICLE (INDIVIDUAL USE)",Others,Others,0
2014-01-01,Odisha,"THREE WHEELER (GOODS)",3-Wheelers,3W_Goods,0
2014-01-01,Odisha,"THREE WHEELER (PASSENGER)",3-Wheelers,3W_Shared,1
2014-01-01,Odisha,"TRACTOR (COMMERCIAL)",Others,Others,0
2014-01-01,Odisha,TRACTOR-TROLLEY(COMMERCIAL),Others,Others,0
2014-01-01,Odisha,"TRAILER (AGRICULTURAL)",Others,Others,0
2014-01-01,Odisha,"TRAILER (COMMERCIAL)",Others,Others,0
2014-01-01,Odisha,"VEHICLE FITTED WITH COMPRESSOR",Others,Others,0
2014-01-01,Odisha,"VEHICLE FITTED WITH RIG",Others,Others,0
2014-01-01,Punjab,"ADAPTED VEHICLE",Others,Others,0
2014-01-01,Punjab,"AGRICULTURAL TRACTOR",Others,Others,1
2014-01-01,Punjab,AMBULANCE,Others,Others,0
2014-01-01,Punjab,BUS,Bus,Bus,0
2014-01-01,Punjab,"CAMPER VAN / TRAILER",Others,Others,0
2014-01-01,Punjab,"CONSTRUCTION EQUIPMENT VEHICLE",Others,Others,0
2014-01-01,Punjab,"CRANE MOUNTED VEHICLE",Others,Others,0
2014-01-01,Punjab,"EARTH MOVING EQUIPMENT",Others,Others,0
2014-01-01,Punjab,"EDUCATIONAL INSTITUTION BUS",Bus,"Institution Bus",0
2014-01-01,Punjab,"EXCAVATOR (COMMERCIAL)",Others,Others,0
2014-01-01,Punjab,"FIRE FIGHTING VEHICLE",Others,Others,0
2014-01-01,Punjab,"GOODS CARRIER",Others,Others,0
2014-01-01,Punjab,HARVESTER,Others,Others,0
2014-01-01,Punjab,"MAXI CAB",Others,Others,0
2014-01-01,Punjab,M-CYCLE/SCOOTER,2-Wheelers,2W_Personal,1
2014-01-01,Punjab,MOPED,2-Wheelers,2W_Personal,4
2014-01-01,Punjab,"MOTOR CAB",4-Wheelers,4W_Shared,0
2014-01-01,Punjab,"MOTOR CAR",4-Wheelers,4W_Personal,0
2014-01-01,Punjab,"OMNI BUS",Bus,Bus,0
2014-01-01,Punjab,"PRIVATE SERVICE VEHICLE",Others,Others,0
2014-01-01,Punjab,"THREE WHEELER (GOODS)",3-Wheelers,3W_Goods,0
2014-01-01,Punjab,"THREE WHEELER (PASSENGER)",3-Wheelers,3W_Shared,0
2014-01-01,Punjab,"TRACTOR (COMMERCIAL)",Others,Others,0
2014-01-01,Punjab,"TRAILER (AGRICULTURAL)",Others,Others,0
2014-01-01,Punjab,"TRAILER FOR PERSONAL USE",Others,Others,0
2014-01-01,Puducherry,"ADAPTED VEHICLE",Others,Others,0
2014-01-01,Puducherry,"AGRICULTURAL TRACTOR",Others,Others,0
2014-01-01,Puducherry,AMBULANCE,Others,Others,0
2014-01-01,Puducherry,"CRANE MOUNTED VEHICLE",Others,Others,0
2014-01-01,Puducherry,"EDUCATIONAL INSTITUTION BUS",Bus,"Institution Bus",0
2014-01-01,Puducherry,"GOODS CARRIER",Others,Others,0
2014-01-01,Puducherry,"MAXI CAB",Others,Others,0
2014-01-01,Puducherry,M-CYCLE/SCOOTER,2-Wheelers,2W_Personal,2
2014-01-01,Puducherry,"M-CYCLE/SCOOTER-WITH SIDE CAR",2-Wheelers,2W_Personal,0
2014-01-01,Puducherry,MOPED,2-Wheelers,2W_Personal,0
2014-01-01,Puducherry,"MOTOR CAB",4-Wheelers,4W_Shared,0
2014-01-01,Puducherry,"MOTOR CAR",4-Wheelers,4W_Personal,0
2014-01-01,Puducherry,"OMNI BUS",Bus,Bus,0
2014-01-01,Puducherry,"THREE WHEELER (PASSENGER)",3-Wheelers,3W_Shared,0
2014-01-01,Puducherry,"TRACTOR (COMMERCIAL)",Others,Others,0
2014-01-01,Rajasthan,"ADAPTED VEHICLE",Others,Others,0
2014-01-01,Rajasthan,"AGRICULTURAL TRACTOR",Others,Others,0
2014-01-01,Rajasthan,AMBULANCE,Others,Others,0
2014-01-01,Rajasthan,"ANIMAL AMBULANCE",Others,Others,0
2014-01-01,Rajasthan,"ARTICULATED VEHICLE",Others,Others,0
2014-01-01,Rajasthan,BUS,Bus,Bus,0
2014-01-01,Rajasthan,"CAMPER VAN / TRAILER",Others,Others,0
2014-01-01,Rajasthan,"CASH VAN",Others,Others,0
2014-01-01,Rajasthan,"CONSTRUCTION EQUIPMENT VEHICLE",Others,Others,0
2014-01-01,Rajasthan,"CRANE MOUNTED VEHICLE",Others,Others,0
2014-01-01,Rajasthan,DUMPER,Others,Others,0
2014-01-01,Rajasthan,"EARTH MOVING EQUIPMENT",Others,Others,0
2014-01-01,Rajasthan,"EDUCATIONAL INSTITUTION BUS",Bus,"Institution Bus",0
2014-01-01,Rajasthan,"EXCAVATOR (COMMERCIAL)",Others,Others,0
2014-01-01,Rajasthan,"EXCAVATOR (NT)",Others,Others,0
2014-01-01,Rajasthan,"FIRE FIGHTING VEHICLE",Others,Others,0
2014-01-01,Rajasthan,"FORK LIFT",Others,Others,0
2014-01-01,Rajasthan,"GOODS CARRIER",Others,Others,0
2014-01-01,Rajasthan,HARVESTER,Others,Others,0
2014-01-01,Rajasthan,"MAXI CAB",Others,Others,0
2014-01-01,Rajasthan,M-CYCLE/SCOOTER,2-Wheelers,2W_Personal,4
2014-01-01,Rajasthan,"M-CYCLE/SCOOTER-WITH SIDE CAR",2-Wheelers,2W_Personal,0
2014-01-01,Rajasthan,MOPED,2-Wheelers,2W_Personal,0
2014-01-01,Rajasthan,"MOTOR CAB",4-Wheelers,4W_Shared,0
2014-01-01,Rajasthan,"MOTOR CAR",4-Wheelers,4W_Personal,0
2014-01-01,Rajasthan,"MOTOR CYCLE/SCOOTER-SIDECAR(T)",Others,Others,0
2014-01-01,Rajasthan,"MOTOR CYCLE/SCOOTER-USED FOR HIRE",2-Wheelers,2W_Shared,0
2014-01-01,Rajasthan,"MOTORISED CYCLE (CC > 25CC)",2-Wheelers,2W_Personal,0
2014-01-01,Rajasthan,"OMNI BUS",Bus,Bus,0
2014-01-01,Rajasthan,"OMNI BUS (PRIVATE USE)",Bus,Bus,0
2014-01-01,Rajasthan,"PRIVATE SERVICE VEHICLE (INDIVIDUAL USE)",Others,Others,0
2014-01-01,Rajasthan,"ROAD ROLLER",Others,Others,0
2014-01-01,Rajasthan,"THREE WHEELER (GOODS)",3-Wheelers,3W_Goods,0
2014-01-01,Rajasthan,"THREE WHEELER (PASSENGER)",3-Wheelers,3W_Shared,0
2014-01-01,Rajasthan,"THREE WHEELER (PERSONAL)",3-Wheelers,3W_Personal,0
2014-01-01,Rajasthan,"TRACTOR (COMMERCIAL)",Others,Others,0
2014-01-01,Rajasthan,TRACTOR-TROLLEY(COMMERCIAL),Others,Others,0
2014-01-01,Rajasthan,"TRAILER (AGRICULTURAL)",Others,Others,0
2014-01-01,Rajasthan,"TRAILER FOR PERSONAL USE",Others,Others,0
2014-01-01,Rajasthan,"VEHICLE FITTED WITH COMPRESSOR",Others,Others,0
2014-01-01,Rajasthan,"VEHICLE FITTED WITH RIG",Others,Others,0
2014-01-01,Sikkim,BUS,Bus,Bus,0
2014-01-01,Sikkim,"EXCAVATOR (COMMERCIAL)",Others,Others,0
2014-01-01,Sikkim,"GOODS CARRIER",Others,Others,0
2014-01-01,Sikkim,"LUXURY CAB",4-Wheelers,4W_Shared,0
2014-01-01,Sikkim,"MAXI CAB",Others,Others,0
2014-01-01,Sikkim,M-CYCLE/SCOOTER,2-Wheelers,2W_Personal,0
2014-01-01,Sikkim,"MOTOR CAB",4-Wheelers,4W_Shared,0
2014-01-01,Sikkim,"MOTOR CAR",4-Wheelers,4W_Personal,0
2014-01-01,Sikkim,"MOTORISED CYCLE (CC > 25CC)",2-Wheelers,2W_Personal,0
2014-01-01,"Tamil Nadu","ADAPTED VEHICLE",Others,Others,0
2014-01-01,"Tamil Nadu","AGRICULTURAL TRACTOR",Others,Others,4
2014-01-01,"Tamil Nadu",AMBULANCE,Others,Others,0
2014-01-01,"Tamil Nadu","ARTICULATED VEHICLE",Others,Others,0
2014-01-01,"Tamil Nadu",BULLDOZER,Others,Others,0
2014-01-01,"Tamil Nadu",BUS,Bus,Bus,0
2014-01-01,"Tamil Nadu","CAMPER VAN / TRAILER",Others,Others,0
2014-01-01,"Tamil Nadu","CAMPER VAN / TRAILER (PRIVATE USE)",Others,Others,5
2014-01-01,"Tamil Nadu","CASH VAN",Others,Others,0
2014-01-01,"Tamil Nadu","CONSTRUCTION EQUIPMENT VEHICLE",Others,Others,0
2014-01-01,"Tamil Nadu","CRANE MOUNTED VEHICLE",Others,Others,0
2014-01-01,"Tamil Nadu","EARTH MOVING EQUIPMENT",Others,Others,0
2014-01-01,"Tamil Nadu","EDUCATIONAL INSTITUTION BUS",Bus,"Institution Bus",0
2014-01-01,"Tamil Nadu",E-RICKSHAW(P),3-Wheelers,3W_Shared_LowSpeed,0
2014-01-01,"Tamil Nadu","FIRE FIGHTING VEHICLE",Others,Others,0
2014-01-01,"Tamil Nadu","GOODS CARRIER",Others,Others,2
2014-01-01,"Tamil Nadu",HARVESTER,Others,Others,0
2014-01-01,"Tamil Nadu","MAXI CAB",Others,Others,0
2014-01-01,"Tamil Nadu",M-CYCLE/SCOOTER,2-Wheelers,2W_Personal,7
2014-01-01,"Tamil Nadu","M-CYCLE/SCOOTER-WITH SIDE CAR",2-Wheelers,2W_Personal,0
2014-01-01,"Tamil Nadu",MOPED,2-Wheelers,2W_Personal,2
2014-01-01,"Tamil Nadu","MOTOR CAB",4-Wheelers,4W_Shared,0
2014-01-01,"Tamil Nadu","MOTOR CAR",4-Wheelers,4W_Personal,1
2014-01-01,"Tamil Nadu","MOTORISED CYCLE (CC > 25CC)",2-Wheelers,2W_Personal,0
2014-01-01,"Tamil Nadu","OMNI BUS",Bus,Bus,0
2014-01-01,"Tamil Nadu","OMNI BUS (PRIVATE USE)",Bus,Bus,0
2014-01-01,"Tamil Nadu","POWER TILLER",Others,Others,0
2014-01-01,"Tamil Nadu","PRIVATE SERVICE VEHICLE",Others,Others,0
2014-01-01,"Tamil Nadu","PRIVATE SERVICE VEHICLE (INDIVIDUAL USE)",Others,Others,0
2014-01-01,"Tamil Nadu","RECOVERY VEHICLE",Others,Others,0
2014-01-01,"Tamil Nadu","ROAD ROLLER",Others,Others,0
2014-01-01,"Tamil Nadu","THREE WHEELER (GOODS)",3-Wheelers,3W_Goods,0
2014-01-01,"Tamil Nadu","THREE WHEELER (PASSENGER)",3-Wheelers,3W_Shared,0
2014-01-01,"Tamil Nadu","THREE WHEELER (PERSONAL)",3-Wheelers,3W_Personal,0
2014-01-01,"Tamil Nadu","TRACTOR (COMMERCIAL)",Others,Others,0
2014-01-01,"Tamil Nadu","TRAILER (AGRICULTURAL)",Others,Others,1
2014-01-01,"Tamil Nadu","TRAILER (COMMERCIAL)",Others,Others,4
2014-01-01,"Tamil Nadu","TRAILER FOR PERSONAL USE",Others,Others,0
2014-01-01,"Tamil Nadu","VEHICLE FITTED WITH COMPRESSOR",Others,Others,0
2014-01-01,"Tamil Nadu","VEHICLE FITTED WITH GENERATOR",Others,Others,0
2014-01-01,"Tamil Nadu","VEHICLE FITTED WITH RIG",Others,Others,0
2014-01-01,Tripura,AMBULANCE,Others,Others,0
2014-01-01,Tripura,BUS,Bus,Bus,0
2014-01-01,Tripura,"CAMPER VAN / TRAILER",Others,Others,0
2014-01-01,Tripura,"CONSTRUCTION EQUIPMENT VEHICLE",Others,Others,0
2014-01-01,Tripura,"CRANE MOUNTED VEHICLE",Others,Others,0
2014-01-01,Tripura,"EXCAVATOR (COMMERCIAL)",Others,Others,0
2014-01-01,Tripura,"GOODS CARRIER",Others,Others,0
2014-01-01,Tripura,"MAXI CAB",Others,Others,0
2014-01-01,Tripura,M-CYCLE/SCOOTER,2-Wheelers,2W_Personal,0
2014-01-01,Tripura,MOPED,2-Wheelers,2W_Personal,0
2014-01-01,Tripura,"MOTOR CAB",4-Wheelers,4W_Shared,0
2014-01-01,Tripura,"MOTOR CAR",4-Wheelers,4W_Personal,0
2014-01-01,Tripura,"THREE WHEELER (GOODS)",3-Wheelers,3W_Goods,0
2014-01-01,Tripura,"THREE WHEELER (PASSENGER)",3-Wheelers,3W_Shared,0
2014-01-01,Uttarakhand,"ADAPTED VEHICLE",Others,Others,0
2014-01-01,Uttarakhand,"AGRICULTURAL TRACTOR",Others,Others,0
2014-01-01,Uttarakhand,AMBULANCE,Others,Others,0
2014-01-01,Uttarakhand,BUS,Bus,Bus,0
2014-01-01,Uttarakhand,"CONSTRUCTION EQUIPMENT VEHICLE",Others,Others,0
2014-01-01,Uttarakhand,"CRANE MOUNTED VEHICLE",Others,Others,0
2014-01-01,Uttarakhand,DUMPER,Others,Others,0
2014-01-01,Uttarakhand,"EARTH MOVING EQUIPMENT",Others,Others,0
2014-01-01,Uttarakhand,"EXCAVATOR (COMMERCIAL)",Others,Others,0
2014-01-01,Uttarakhand,"EXCAVATOR (NT)",Others,Others,0
2014-01-01,Uttarakhand,"FIRE FIGHTING VEHICLE",Others,Others,0
2014-01-01,Uttarakhand,"GOODS CARRIER",Others,Others,0
2014-01-01,Uttarakhand,"MAXI CAB",Others,Others,0
2014-01-01,Uttarakhand,M-CYCLE/SCOOTER,2-Wheelers,2W_Personal,3
2014-01-01,Uttarakhand,MOPED,2-Wheelers,2W_Personal,0
2014-01-01,Uttarakhand,"MOTOR CAB",4-Wheelers,4W_Shared,0
2014-01-01,Uttarakhand,"MOTOR CAR",4-Wheelers,4W_Personal,0
2014-01-01,Uttarakhand,"MOTOR CYCLE/SCOOTER-USED FOR HIRE",2-Wheelers,2W_Shared,0
2014-01-01,Uttarakhand,"OMNI BUS",Bus,Bus,0
2014-01-01,Uttarakhand,"OMNI BUS (PRIVATE USE)",Bus,Bus,0
2014-01-01,Uttarakhand,"THREE WHEELER (GOODS)",3-Wheelers,3W_Goods,0
2014-01-01,Uttarakhand,"THREE WHEELER (PASSENGER)",3-Wheelers,3W_Shared,0
2014-01-01,Uttarakhand,"TRACTOR (COMMERCIAL)",Others,Others,0
2014-01-01,Uttarakhand,"TRAILER (AGRICULTURAL)",Others,Others,0
2014-01-01,Uttarakhand,"TRAILER (COMMERCIAL)",Others,Others,0
2014-01-01,"Uttar Pradesh","ADAPTED VEHICLE",Others,Others,0
2014-01-01,"Uttar Pradesh","AGRICULTURAL TRACTOR",Others,Others,0
2014-01-01,"Uttar Pradesh",AMBULANCE,Others,Others,0
2014-01-01,"Uttar Pradesh","ARTICULATED VEHICLE",Others,Others,0
2014-01-01,"Uttar Pradesh",BUS,Bus,Bus,0
2014-01-01,"Uttar Pradesh","CAMPER VAN / TRAILER",Others,Others,0
2014-01-01,"Uttar Pradesh","CASH VAN",Others,Others,0
2014-01-01,"Uttar Pradesh","CONSTRUCTION EQUIPMENT VEHICLE (COMMERCIAL)",Others,Others,0
2014-01-01,"Uttar Pradesh","CRANE MOUNTED VEHICLE",Others,Others,0
2014-01-01,"Uttar Pradesh",DUMPER,Others,Others,0
2014-01-01,"Uttar Pradesh","EARTH MOVING EQUIPMENT",Others,Others,0
2014-01-01,"Uttar Pradesh","EDUCATIONAL INSTITUTION BUS",Bus,"Institution Bus",0
2014-01-01,"Uttar Pradesh","EXCAVATOR (COMMERCIAL)",Others,Others,0
2014-01-01,"Uttar Pradesh","EXCAVATOR (NT)",Others,Others,0
2014-01-01,"Uttar Pradesh","FIRE FIGHTING VEHICLE",Others,Others,0
2014-01-01,"Uttar Pradesh","GOODS CARRIER",Others,Others,0
2014-01-01,"Uttar Pradesh",HARVESTER,Others,Others,0
2014-01-01,"Uttar Pradesh",HEARSES,Others,Others,0
2014-01-01,"Uttar Pradesh","LUXURY CAB",4-Wheelers,4W_Shared,0
2014-01-01,"Uttar Pradesh","MAXI CAB",Others,Others,0
2014-01-01,"Uttar Pradesh",M-CYCLE/SCOOTER,2-Wheelers,2W_Personal,6
2014-01-01,"Uttar Pradesh","M-CYCLE/SCOOTER-WITH SIDE CAR",2-Wheelers,2W_Personal,0
2014-01-01,"Uttar Pradesh",MOPED,2-Wheelers,2W_Personal,0
2014-01-01,"Uttar Pradesh","MOTOR CAB",4-Wheelers,4W_Shared,0
2014-01-01,"Uttar Pradesh","MOTOR CAR",4-Wheelers,4W_Personal,0
2014-01-01,"Uttar Pradesh","MOTORISED CYCLE (CC > 25CC)",2-Wheelers,2W_Personal,0
2014-01-01,"Uttar Pradesh","OMNI BUS",Bus,Bus,0
2014-01-01,"Uttar Pradesh","OMNI BUS (PRIVATE USE)",Bus,Bus,0
2014-01-01,"Uttar Pradesh","THREE WHEELER (GOODS)",3-Wheelers,3W_Goods,0
2014-01-01,"Uttar Pradesh","THREE WHEELER (PASSENGER)",3-Wheelers,3W_Shared,0
2014-01-01,"Uttar Pradesh","THREE WHEELER (PERSONAL)",3-Wheelers,3W_Personal,0
2014-01-01,"Uttar Pradesh","TRACTOR (COMMERCIAL)",Others,Others,0
2014-01-01,"Uttar Pradesh","TRAILER (AGRICULTURAL)",Others,Others,0
2014-01-01,"Uttar Pradesh","TRAILER (COMMERCIAL)",Others,Others,0
2014-01-01,"Uttar Pradesh","VEHICLE FITTED WITH RIG",Others,Others,0
2014-01-01,"West Bengal","ADAPTED VEHICLE",Others,Others,0
2014-01-01,"West Bengal","AGRICULTURAL TRACTOR",Others,Others,0
2014-01-01,"West Bengal",AMBULANCE,Others,Others,0
2014-01-01,"West Bengal","ARTICULATED VEHICLE",Others,Others,0
2014-01-01,"West Bengal","BREAKDOWN VAN",Others,Others,0
2014-01-01,"West Bengal",BUS,Bus,Bus,0
2014-01-01,"West Bengal","CAMPER VAN / TRAILER",Others,Others,0
